ID;Name;Latitude;Longitude;TransportType;adresse;compl_adresse;code_postale
3661;Jean Moulin - Place Victor et Hélène Basch;48.8274307;2.3257637;velo;Avenue Jean Moulin;Quartier du Petit-Montrouge;75014
3662;Sorbier - Gasnier-Guy;48.8652884;2.3935982;velo;Rue Sorbier;Quartier du Père-Lachaise;75020
3663;Villiers de l'Isle Adam - Pyrénées;48.8673486;2.3962064;velo;Rue Villiers de l'Isle Adam;Quartier du Père-Lachaise;75020
3664;Gambetta - Hôpital Tenon;48.867915;2.4010324;velo;Avenue Gambetta;Quartier du Père-Lachaise;75020
3665;Square des Saint-Simoniens;48.870134;2.3966872;velo;Rue de Ménilmontant;Quartier du Père-Lachaise;75020
3666;Pyrénées - Ménilmontant;48.8693613;2.3950524;velo;Rue des Pyrénées;Quartier du Père-Lachaise;75020
3667;Boyer - Ménilmontant;48.8689054;2.3920111;velo;Rue Boyer;Quartier du Père-Lachaise;75020
3668;Sorbier - Ménilmontant;48.8685179;2.3897989;velo;Rue Sorbier;Quartier du Père-Lachaise;75020
3669;Square de la rue Pixérécourt;48.8738036;2.3960093;velo;Rue Pixérécourt;Quartier Saint-Fargeau;75020
3670;Lassus - Delouvain;48.8755417;2.3890375;velo;Rue Lassus;Quartier d'Amérique;75019
3671;Jourdain - Place des Grandes Rigoles;48.8741182;2.3894543;velo;Rue du Jourdain;Quartier de Belleville;75020
3672;Piat - Parc de Belleville;48.871979;2.3849633;velo;Rue Piat;Quartier de Belleville;75020
3673;Belleville - Couronnes;48.8689025;2.3812813;velo;Boulevard de Belleville;Quartier de Belleville;75020
3674;Ménilmontant - Oberkampf;48.866621;2.3830169;velo;Boulevard de Ménilmontant;Quartier Saint-Ambroise;75011
3675;Étienne Dolet - Place Maurice Chevalier;48.868027;2.3850712;velo;Rue Étienne Dolet;Quartier de Belleville;75020
3676;Pyrénées - Emmery;48.8721161;2.3917578;velo;Rue des Pyrénées;Quartier de Belleville;75020
3677;Auguste Blanqui - Corvisart;48.8299661;2.3503441;velo;Boulevard Auguste Blanqui;Quartier de Croulebarbe;75013
3678;Auguste Blanqui - Glacière;48.8310452;2.3438406;velo;Paris 13e Arrondissement;Paris;75013
3679;Saint-Jacques - Tombe Issoire;48.8332126;2.3369132;velo;Boulevard Auguste Blanqui;Quartier du Montparnasse;75014
3680;Bobillot - Paulin Mery;48.8299346;2.3542998;velo;Rue Bobillot;Quartier de la Maison-Blanche;75013
3681;Place d'Italie - Sœur Rosalie;48.8319149;2.3546925;velo;Place d'Italie;Quartier de Croulebarbe;75013
3682;Place d'Italie - Vincent Auriol;48.8314891;2.3567589;velo;Place d'Italie;Quartier de la Salpêtrière;75013
3683;Bézout - Général Leclerc;48.8288374;2.3284575;velo;Rue Bézout;Quartier du Petit-Montrouge;75014
3684;Sibelle - Alésia;48.8266717;2.3386261;velo;Place Eugène Claudius-Petit;Quartier du Parc-de-Montsouris;75014
3685;René Coty - Parc Montsouris;48.8247823;2.3361129;velo;Avenue René Coty;Quartier du Parc-de-Montsouris;75014
3686;Sarrette - Général Leclerc;48.825026;2.3264489;velo;Rue Sarrette;Quartier du Petit-Montrouge;75014
3687;Pierre Levée - Fontaine Timbaud;48.8663224;2.371105;velo;Rue de la Pierre Levée;Quartier de la Folie-Méricourt;75011
3688;Odessa - Départ;48.8428423;2.3244342;velo;Rue d'Odessa;Quartier du Montparnasse;75014
3689;Gare Montparnasse - Edgar Quinet;48.8416409;2.3231014;velo;Boulevard Edgar Quinet;Quartier du Montparnasse;75014
3690;Edgar Quinet - Gaité;48.8411775;2.3244761;velo;Boulevard Edgar Quinet;Quartier du Montparnasse;75014
3691;Edgar Quinet - Raspail;48.8394901;2.3294761;velo;Boulevard Edgar Quinet;Quartier du Montparnasse;75014
3692;Chevreuse - Montparnasse;48.8417382;2.3315598;velo;Rue de Chevreuse;Quartier Notre-Dame-des-Champs;75006
3693;Michelet - Assas;48.8425347;2.3350668;velo;Rue Michelet;Quartier de l'Odéon;75006
3694;Assas - Luxembourg;48.8437671;2.3334085;velo;Rue d'Assas;Quartier Notre-Dame-des-Champs;75006
3695;Notre-Dame-des-Champs - Stanislas;48.844798;2.329347;velo;Rue Notre-Dame-des-Champs;Quartier Notre-Dame-des-Champs;75006
3696;Montparnasse - Square Ozanam;48.8434233;2.326652;velo;Rue du Montparnasse;Quartier Notre-Dame-des-Champs;75006
3697;Bréa - Raspail;48.8427382;2.3297966;velo;Rue Bréa;Quartier Notre-Dame-des-Champs;75006
3698;Boudreau - Auber;48.8721989;2.3294205;velo;Rue Boudreau;Quartier de la Chaussée-d'Antin;75009
3699;Lavandieres Sainte-Opportune - Rivoli;48.8592701;2.3467044;velo;Rue des Lavandières Sainte-Opportune;Quartier Les Halles;75001
3700;Gare de Lyon - Place Louis Armand;48.8455394;2.3726753;velo;Place Louis Armand;Quartier des Quinze-Vingts;75012
3701;Hoche - Tilsitt;48.8748336;2.2971313;velo;Avenue Hoche;Quartier du Faubourg-du-Roule;75008
3702;Faubourg Saint-Antoine - Place de la Nation;48.8487717;2.3936874;velo;Rue du Faubourg Saint-Antoine;Quartier Sainte-Marguerite;75011
3703;Saint-Denis - Rivoli;48.8590644;2.34764;velo;Rue Saint-Denis;Quartier Les Halles;75001
3704;Mathurins - Auber;48.8729803;2.3294795;velo;Rue des Mathurins;Quartier de la Chaussée-d'Antin;75009
3705;Arsène Houssaye - Champs-Elysées;48.8734479;2.2978151;velo;Rue Arsène Houssaye;Quartier du Faubourg-du-Roule;75008
3706;Fabre d'Eglantine - Place de la Nation;48.8471144;2.3955995;velo;Rue Fabre d'Églantine;Quartier de Picpus;75012
3707;Beaujon - Wagram;48.8753651;2.296617;velo;Rue Beaujon;Quartier du Faubourg-du-Roule;75008
3708;Gare de Lyon - Chalon;48.8456906;2.3742067;velo;Rue de Chalon;Quartier des Quinze-Vingts;75012
3709;Gare de Lyon - Van Gogh;48.8438961;2.370511;velo;Quai de la Rapée;Quartier des Quinze-Vingts;75012
3710;Carnot - Général Lanrezac;48.8754708;2.2937604;velo;Avenue Carnot;Quartier des Ternes;75017
3711;Victoria - Place du Chatelet;48.8580209;2.3468887;velo;Avenue Victoria;Quartier Saint-Germain-l'Auxerrois;75001
3712;Château de Vincennes;48.8441496;2.4393726;velo;Cours des Maréchaux;Quartier de Picpus;75012
3713;Temple - Haudriettes;48.8616478;2.3566847;velo;Rue du Temple;Quartier des Archives;75003
3714;Place Edmond Michelet;48.8601646;2.3501401;velo;Quartier Saint-Merri;Paris 4e Arrondissement;75004
3715;Saint-Séverin - Saint-Michel;48.8527053;2.3441427;velo;Rue Saint-Séverin;Quartier de la Sorbonne;75005
3716;Harpe - Saint-Germain;48.8515263;2.3436817;velo;Rue de la Harpe;Quartier de la Sorbonne;75005
3717;Pierre Sarrazin - Saint-Michel;48.8508678;2.3421066;velo;Rue Pierre Sarrazin;Quartier de la Monnaie;75006
3718;Vaugirard - Monsieur le Prince;48.8489196;2.341038;velo;Rue de Vaugirard;Quartier de l'Odéon;75006
3719;Cujas - Saint-Michel;48.848185;2.341833;velo;Rue Cujas;Quartier de la Sorbonne;75005
3720;Maine - Liancourt;48.8350563;2.3237331;velo;Avenue du Maine;Quartier de Plaisance;75014
3721;Saint-Jacques - Val de Grâce;48.8418644;2.3412027;velo;Rue Saint-Jacques;Quartier du Val-de-Grâce;75005
3722;Gay Lussac - Saint-Jacques;48.8447254;2.3419262;velo;Rue Gay-Lussac;Quartier du Val-de-Grâce;75005
3723;Saint-Jacques - Soufflot;48.8465357;2.3431379;velo;Rue Saint-Jacques;Quartier de la Sorbonne;75005
3724;Sommerard - Saint-Jacques;48.8502787;2.3450037;velo;Rue du Sommerard;Quartier de la Sorbonne;75005
3725;Place de la République - Temple;48.8671341;2.3634865;velo;Place de la République;Quartier des Enfants-Rouges;75003
3726;Parmentier - Hôpital Saint-Louis;48.8713827;2.3699255;velo;Avenue Parmentier;Quartier de l'Hôpital Saint-Louis;75010
3727;Buisson Saint-Louis - Saint-Maur;48.8718306;2.3721882;velo;Rue du Buisson Saint-Louis;Quartier de l'Hôpital Saint-Louis;75010
3728;Charenton - Wattignies;48.8366809;2.3917982;velo;Rue de Charenton;Quartier de Picpus;75012
3729;Place André Malraux;48.8639458;2.3356757;velo;Quartier du Palais Royal;Paris 1er Arrondissement;75001
3730;Félix Ziem - Armand Gauthier;48.889501;2.3333959;velo;Rue Félix Ziem;Quartier des Grandes-Carrières;75018
3731;Place de l'Hôtel de Ville;48.8573016;2.3515339;velo;Place de l'Hôtel-de-Ville - Esplanade de la Libération;Quartier Saint-Merri;75004
3732;Claude Bernard - Arbalète;48.8397413;2.347552;velo;Rue Claude Bernard;Quartier du Val-de-Grâce;75005
3733;Herschel - Observatoire;48.8433653;2.3378043;velo;Rue Caroline et William Herschel;Quartier de l'Odéon;75006
3734;Guynemer - Jardin du Luxembourg;48.8467228;2.3324013;velo;Rue Guynemer;Quartier de l'Odéon;75006
3735;Marché Saint-Germain;48.8516627;2.335508;velo;Rue Lobineau;Quartier de l'Odéon;75006
3736;Quatre Vents - Carrefour de l'Odéon;48.8517498;2.3381617;velo;Rue des Quatre-Vents;Quartier de l'Odéon;75006
3737;Place Saint-André des Arts;48.8530536;2.3428777;velo;15;Place Saint-André des Arts;75006
3738;André Mazet - Saint-André des Arts;48.8539625;2.3390267;velo;Rue André Mazet;Quartier de la Monnaie;75006
3739;Saint-Sulpice;48.8516464;2.3308125;velo;Rue du Vieux Colombier;Quartier Notre-Dame-des-Champs;75006
3740;Mézières - Rennes;48.8502911;2.330445;velo;Rue de Mézières;Quartier Notre-Dame-des-Champs;75006
3741;Assas - Vaugirard;48.8483696;2.3291192;velo;Rue d'Assas;Quartier Notre-Dame-des-Champs;75006
3742;Assas - Rennes;48.849253;2.3284967;velo;Rue d'Assas;Quartier Notre-Dame-des-Champs;75006
3743;Jean-Pierre Timbaud - Vaucouleurs;48.8679366;2.3778873;velo;Quartier de la Folie-Méricourt;Paris 11e Arrondissement;75011
3744;Chemin Vert - Saint-Maur;48.86118;2.3813258;velo;Rue du Chemin Vert;Quartier Saint-Ambroise;75011
3745;Saint-Maur - Roquette;48.8586872;2.3835548;velo;Rue Saint-Maur;Quartier de la Roquette;75011
3746;Roquette - Auguste Laurent;48.8579988;2.3817959;velo;Rue de la Roquette;Quartier de la Roquette;75011
3747;Duméril - Jeanne d'Arc;48.8380925;2.3571119;velo;Rue Duméril;Quartier de la Salpêtrière;75013
3748;Gobelins - Port-Royal;48.8371591;2.3514792;velo;Avenue des Gobelins;Quartier du Jardin des Plantes;75005
3749;Sorbonne - Écoles;48.8497124;2.3435399;velo;Rue de la Sorbonne;Quartier de la Sorbonne;75005
3750;Pontoise - La Tournelle;48.8504578;2.3524512;velo;Rue de Pontoise;Quartier Saint-Victor;75005
3751;Hôtel de Ville - Pont-Marie;48.8538423;2.3570103;velo;Quartier Saint-Gervais;Paris 4e Arrondissement;75004
3752;Saint-Antoine Sévigné;48.8550106;2.3612606;velo;Rue Saint-Antoine;Quartier Saint-Gervais;75004
3753;Saint-Gilles - Turenne;48.85816;2.3647129;velo;Rue Saint-Gilles;Quartier des Archives;75003
3754;Fille du Calvaire - Turenne;48.8621364;2.3649486;velo;Rue des Filles du Calvaire;Quartier des Enfants-Rouges;75003
3755;Écoles - Carmes;48.8489186;2.3472055;velo;Rue des Écoles;Quartier de la Sorbonne;75005
3756;Mutualité;48.8484654;2.35011;velo;Rue Monge;Quartier Saint-Victor;75005
3757;Poissy - Saint-Germain;48.8497521;2.3530081;velo;Rue de Poissy;Quartier Saint-Victor;75005
3758;Perle - Vieille du Temple;48.8598693;2.3610017;velo;Rue de la Perle;Quartier des Archives;75003
3759;Place Pasdeloup;48.8626413;2.3670987;velo;Quartier de la Folie-Méricourt;Paris 11e Arrondissement;75011
3760;Estrapade - Ulm;48.8451426;2.3453608;velo;Rue de l'Estrapade;Quartier de la Sorbonne;75005
3761;Le Goff - Gay-Lussac;48.8463178;2.3413797;velo;Rue Le Goff;Quartier du Val-de-Grâce;75005
3762;Panthéon - Valette;48.8469927;2.3465071;velo;Rue Valette;Quartier de la Sorbonne;75005
3763;Boulangers - Cardinal Lemoine;48.8462979;2.3522246;velo;Rue des Boulangers;Quartier Saint-Victor;75005
3764;Institut du Monde Arabe - Saint-Germain;48.8491357;2.3560598;velo;Place Mohammed V;Quartier Saint-Victor;75005
3765;Quai aux Fleurs - Pont Saint-Louis;48.8529369;2.3520861;velo;Quai aux Fleurs;Quartier Les Îles;75004
3766;Archives - Rivoli;48.8572137;2.3540069;velo;Rue des Archives;Quartier Saint-Merri;75004
3767;Lobau - Hôtel de Ville;48.8562451;2.353283;velo;Rue de Lobau;Quartier Saint-Merri;75004
3768;Village Saint-Paul;48.8527132;2.360881;velo;Rue Saint-Paul;Quartier de l'Arsenal;75004
3769;Tiron - Rivoli;48.8557759;2.3578968;velo;Rue Tiron;Quartier Saint-Gervais;75004
3770;Grande Truanderie - Saint-Denis;48.8626276;2.3499155;velo;Rue de la Grande Truanderie;Quartier Les Halles;75001
3771;Quai de Béthune - Pont de la Tournelle;48.8508857;2.3565617;velo;Quai de Béthune;Quartier Les Îles;75004
3772;Lacépède - Monge;48.8438835;2.351794;velo;Rue Lacépède;Quartier du Jardin des Plantes;75005
3773;Jussieu - Guy de la Brosse;48.8457297;2.3557752;velo;Rue Jussieu;Quartier Saint-Victor;75005
3774;Pascal - Claude Bernard;48.8390017;2.3499383;velo;Rue Pascal;Quartier du Jardin des Plantes;75005
3775;Bastille - Quai de la Rapée;48.846673;2.366963;velo;Boulevard de la Bastille;Quartier des Quinze-Vingts;75012
3776;Place Valhubert;48.84423;2.3641238;velo;Quartier du Jardin des Plantes;Paris 5e Arrondissement;75005
3777;Censier - Jardin des Plantes;48.8410486;2.3553081;velo;Rue Censier;Quartier du Jardin des Plantes;75005
3778;Censier - Santeuil;48.8406179;2.3536042;velo;Rue Censier;Quartier du Jardin des Plantes;75005
3779;Le Brun - Gobelins;48.8351818;2.3535868;velo;Rue Le Brun;Quartier de la Salpêtrière;75013
3780;Froment - Bréguet;48.857041;2.3728963;velo;Rue Froment;Quartier de la Roquette;75011
3781;Bréguet - Sabin;48.8569404;2.3705913;velo;Boulevard Richard-Lenoir;Quartier de la Roquette;75011
3782;Pelée - Alphonse Baudin;48.8601003;2.3712213;velo;Rue Pelée;Quartier Saint-Ambroise;75011
3783;Sénat - Condé;48.8495972;2.3378503;velo;Rue de Condé;Quartier de l'Odéon;75006
3784;Sabot - Rennes;48.8525542;2.3316487;velo;Rue du Sabot;Quartier de Saint-Germain-des-Prés;75006
3785;Saint-Germain - Ciseaux;48.8532952;2.3343875;velo;Boulevard Saint-Germain;Quartier de Saint-Germain-des-Prés;75006
3786;Gare Montparnasse - Vaugirard;48.8418037;2.3194687;velo;Boulevard de Vaugirard;Quartier Necker;75015
3787;Vaugirard - Pasteur;48.8406172;2.3153827;velo;Boulevard de Vaugirard;Quartier Necker;75015
3788;Gare Montparnasse - René Mouchotte;48.8393654;2.3210093;velo;Rue du Commandant René Mouchotte;Quartier de Plaisance;75014
3789;Amelot - Saint-Sébastien;48.8610366;2.3678085;velo;Rue Amelot;Quartier Saint-Ambroise;75011
3790;Beaumarchais - Saint-Gilles;48.8580345;2.3678092;velo;Boulevard Beaumarchais;Quartier des Archives;75003
3791;Beaumarchais - Pas de la Mule;48.8555502;2.3684087;velo;Boulevard Beaumarchais;Quartier de l'Arsenal;75004
3792;Bastille - Beaumarchais;48.8538017;2.3683993;velo;Rue de la Bastille;Quartier de l'Arsenal;75004
3793;Charonne - Faubourg Saint-Antoine;48.852229;2.3740155;velo;Rue de Charonne;Quartier de la Roquette;75011
3794;Gare d'Austerlitz - Quai Saint-Bernard;48.8438554;2.365595;velo;Quai d'Austerlitz;Quartier de la Salpêtrière;75013
3795;Charenton - Place du Colonel Bourgoin;48.8449065;2.3824866;velo;Rue de Charenton;Quartier des Quinze-Vingts;75012
3796;Square Saint-Ambroise;48.8608328;2.3756422;velo;Rue Lacharrière;Quartier Saint-Ambroise;75011
3797;Richard Lenoir - Voltaire;48.8618104;2.3726962;velo;Boulevard Richard-Lenoir;Quartier Saint-Ambroise;75011
3798;Oberkampf - République;48.8653136;2.3760221;velo;Rue Oberkampf;Quartier Saint-Ambroise;75011
3799;Parmentier - République;48.8645908;2.3751356;velo;Avenue Parmentier;Quartier Saint-Ambroise;75011
3800;Grand Prieuré - Crussol;48.8646501;2.3692589;velo;Rue du Grand Prieuré;Quartier de la Folie-Méricourt;75011
3801;Saint-Ambroise - Parmentier;48.8621263;2.3772164;velo;Rue Saint-Ambroise;Quartier Saint-Ambroise;75011
3802;Lacuée - Lyon;48.8492227;2.3704958;velo;Rue Lacuée;Quartier des Quinze-Vingts;75012
3803;Grange aux Belles;48.8761455;2.3680801;velo;Rue des Écluses Saint-Martin;Quartier de l'Hôpital Saint-Louis;75010
3804;Jemmapes - Écluses Saint-Martin;48.8774682;2.3660218;velo;Quai de Jemmapes;Quartier de l'Hôpital Saint-Louis;75010
3805;Granges aux Belles - Hôpital Saint-Louis;48.8747959;2.3666693;velo;Rue de la Grange aux Belles;Quartier de l'Hôpital Saint-Louis;75010
3806;Claude Vellefaux - Sambre et Meuse;48.8750217;2.3703977;velo;Avenue Claude Vellefaux;Quartier de l'Hôpital Saint-Louis;75010
3807;Place du Colonel Fabien;48.8775176;2.369785;velo;Rue de la Grange aux Belles;Quartier de l'Hôpital Saint-Louis;75010
3808;Square du Bataclan;48.8634064;2.3712344;velo;Boulevard Richard-Lenoir;Quartier Saint-Ambroise;75011
3809;Place Nationale - Château-des-Rentiers;48.8293906;2.3647063;velo;Rue du Château des Rentiers;Quartier de la Gare;75013
3810;Gare du Nord - Demarquay;48.8811703;2.3584076;velo;Rue Demarquay;Quartier Saint-Vincent-de-Paul;75010
3811;Fédération - Suffren;48.8527623;2.2978733;velo;Rue de la Fédération;Quartier de Grenelle;75015
3812;Place Jeanne d'Arc;48.8295784;2.3691218;velo;Rue Charcot;Quartier de la Gare;75013
3813;Mathis - Flandre;48.8906822;2.3761314;velo;Rue Mathis;Quartier de la Villette;75019
3814;Flandre - Riquet;48.8880144;2.3737587;velo;Avenue de Flandre;Quartier de la Villette;75019
3815;Seine - Flandre;48.8868062;2.3747427;velo;Quai de la Seine;Quartier de la Villette;75019
3816;Euryale Dehaynin - Loire;48.8862961;2.3773887;velo;Rue Euryale Dehaynin;Quartier de la Villette;75019
3817;Thionville - Ourcq;48.889162;2.3833824;velo;Rue de Thionville;Quartier de la Villette;75019
3818;Lorraine - Jean Jaurès;48.8863234;2.382495;velo;Rue de Lorraine;Quartier de la Villette;75019
3819;Place de l'Édit de Nantes;48.8888166;2.3785548;velo;Quartier de la Villette;Paris 19e Arrondissement;75019
3820;Belleville - Pyrénées;48.8743471;2.3860891;velo;Rue de Belleville;Quartier du Combat;75019
3821;Place de Rhin et Danube;48.8819526;2.3924942;velo;Rue Miguel Hidalgo;Quartier d'Amérique;75019
3822;Botzaris - Crimée;48.8795634;2.389004;velo;Rue Botzaris;Quartier du Combat;75019
3823;Carducci - Place Hannah Arendt;48.8774984;2.3860784;velo;Rue Carducci;Quartier du Combat;75019
3824;Flandre - Ourcq;48.8927464;2.3792247;velo;Avenue de Flandre;Quartier du Pont-de-Flandre;75019
3825;Ceinture du Lac Inferieure - Saint-Cloud;48.8622449;2.2618767;velo;Chemin de Ceinture du Lac Inférieur;Quartier de la Muette;75016
3826;Blancs-Manteaux - Archives;48.8594004;2.3559334;velo;Rue des Blancs-Manteaux;Quartier Saint-Merri;75004
3827;Vieille du Temple - Francs Bourgeois;48.8585606;2.358674;velo;Rue Vieille du Temple;Quartier Saint-Gervais;75004
3828;Roquette - Folie Regnault;48.8592424;2.386589;velo;Rue de la Roquette;Quartier de la Roquette;75011
3829;Bercy - Traversiére;48.8461896;2.3704052;velo;Rue de Bercy;Quartier des Quinze-Vingts;75012
3830;Place Monge;48.8427327;2.352469;velo;Rue Dolomieu;Quartier du Jardin des Plantes;75005
3831;Guillaume Bertrand - République;48.8637889;2.3808273;velo;Rue Guillaume Bertrand;Quartier Saint-Ambroise;75011
3832;Saint-Germain - Thenard;48.8504157;2.3468564;velo;Boulevard Saint-Germain;Quartier de la Sorbonne;75005
3833;Neuve Saint-Pierre - Beautreillis;48.8535546;2.3639153;velo;Rue Neuve Saint-Pierre;Quartier de l'Arsenal;75004
3834;Porte de Clignancourt;48.8974811;2.3439945;velo;Rue Belliard;Quartier de Clignancourt;75018
3835;Boyer-Barret - Raymond Losserand;48.8331399;2.317383;velo;Rue Boyer-Barret;Quartier de Plaisance;75014
3836;Château - Place de Catalogne;48.8367069;2.3185742;velo;Rue du Château;Quartier de Plaisance;75014
3837;Pernety - Raymond Losserand;48.8341584;2.3177628;velo;Rue Pernety;Quartier de Plaisance;75014
3838;Charles Delescluze;48.8525325;2.380551;velo;Rue Charles Delescluze;Quartier Sainte-Marguerite;75011
3839;Belfort - Voltaire;48.8563446;2.3831571;velo;Rue de Belfort;Quartier de la Roquette;75011
3840;Ledru-Rollin - Place du Père Chaillet;48.8563699;2.3790071;velo;Avenue Ledru-Rollin;Quartier de la Roquette;75011
3841;Serrurier;48.8806041;2.3978962;velo;Boulevard Sérurier;Quartier d'Amérique;75019
3842;Hôpital Necker;48.8460247;2.3132671;velo;Avenue de Saxe;Quartier Necker;75015
3843;Saint-Augustin;48.8762106;2.3198369;velo;Place Henri Bergson;Quartier de l'Europe;75008
3844;Londres - Place d'Estienne d'Orves;48.876741;2.3304734;velo;Rue de Londres;Quartier Saint-Georges;75009
