latitude,longitude,dep,arret metro,nomcom,code postal,lieux à visiter,description
48.8229494567, 2.26979827721,92,25 AVENUE VICTOR CRESSON 92130 ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,92040,LE PALAIS DES CONGRÈS D’ISSY,Centre de congrès et parc d'exposition
48.868904585, 2.34121371925,75,"28, PLACE DE LA BOURSE, 75002 PARIS",PARIS,75102,PALAIS BRONGNIART,Centre de congrès et parc d'exposition
49.0388112914, 2.04173044452,95,,CERGY,95127,Axe majeur,Diffusion de l'art (autre que musée)
48.9106911015, 2.29365132899,92,89 RUE DU CHATEAU,ASNIERES SUR SEINE,92004,Chateau d'Asnieres,Site et monument
48.8719414131, 2.21752817734,92,123 BD WASHINGTON,SURESNES,92073,Cimetiere Americain,Site et monument
48.8631159092, 2.33315478294,75,107 RUE DE RIVOLI - LES ARTS DÉCORATIFS,Paris,75101,Musée de la publicité,Musée et écomusée
48.8523575018, 2.35204827836,75,SQUARE DE L'ILE-DE-FRANCE,Paris,75104,Mémorial des martyrs de la déportation,Site et monument
48.8432910609, 2.35827319799,75,57 RUE CUVIER - MUSÉUM NATIONAL D'HISTOIRE NATURELLE,Paris,75105,Serres du jardin des plantes,"Espace de loisirs, espace récréatif"
48.8470794303, 2.31755279658,75,137 RUE DE SÈVRES,Paris,75106,Fondation Dubuffet,Musée et écomusée
48.8662064087, 2.3108749507,75,AVENUE FRANKLIN D. ROOSEVELT,Paris,75108,Palais de la découverte,Musée et écomusée
48.8289534313, 2.38165408171,75,RUE FRANÇOISE DOLTO - QUAI PANHARD ET LEVASSOR,Paris,75113,Halle aux farines des grands moulins de Paris,Site et monument
48.8419190836, 2.32157805598,75,33 AVENUE DU MAINE,Paris,75115,Tour Montparnasse,Site et monument
48.8592835893, 2.28519370551,75,8 RUE BENJAMIN FRANKLIN,Paris,75116,Musée Clémenceau,Musée et écomusée
48.8477788879, 2.25123607037,75,2 AVENUE GORDON-BENNETT - STADE ROLAND-GARROS,Paris,75116,Tenniseum Roland-Garros,Musée et écomusée
48.8965419012, 2.31367781162,75,8 RUE Saint JUST,Paris,75117,Cimetière des Batignolles,Site et monument
48.8854551141, 2.33110433338,75,20 AVENUE RACHEL,Paris,75118,Cimetière de Montmartre,Site et monument
48.8968792206, 2.38366673355,75,QUAI DE LA CHARENTE,Paris,75119,Port du pont de Flandres,Site et monument
48.2655473342, 2.69710290359,77,RUE GAUTHIER 1ER,NEMOURS,77333,Château musée municipal de Nemours,Site et monument
48.5610891966, 3.295237813,77,RUE Saint-THIBAUD (SOUS L'HÔTEL DIEU),PROVINS,77379,Souterrains,Site et monument
48.9924668496, 2.09570232377,78,PLACE JULES GÉVELOT - Château DU PRIEURÉ,CONFLANS-SAINTE-HONORINE,78172,Musée de la Batellerie,Musée et écomusée
48.7689463533, 2.06223687628,78,AVENUE DE L'EUROPE,GUYANCOURT,78297,Usine Thalès,Site et monument
48.8043446628, 2.12779721103,78,GRANDE ÉCURIE DU Château DE VERSAILLES - AVENUE ROCKFELLER,VERSAILLES,78646,Académie du spectacle equestre,Musée et écomusée
48.8923054204, 2.2363449013,92,35E ÉTAGE - PAROI NORD,Paris-LA DEFENSE,92062,Grande Arche de la Défense,Site et monument
48.8073870741, 2.52526866501,94,88 AVENUE MARX DORMOY - PARC VERCORS,CHAMPIGNY-SUR-MARNE,94017,Musée de la résistance nationale,Musée et écomusée
48.8332795804, 2.47505053159,94,12 AVENUE VICTOR HUGO,NOGENT-SUR-MARNE,94052,Pavillon Baltard,Site et monument
49.0486487106, 2.10018264887,95,17 RUE DU CHATEAU,PONTOISE,95500,Musée Camille Pissaro,Musée et écomusée
49.081118473, 1.62805292828,95,1 RUE DE L'AUDIENCE,LA ROCHE-GUYON,95523,Château de la Roche-Guyon,Site et monument
49.0737749354, 2.17782959454,95,52 RUE DU GENERAL DE GAULLE,AUVERS-SUR-OISE,95039,Auberge Ravoux dite maison de Van Gogh,Musée et écomusée
48.8908772991, 2.39085443882,75,"30, AVENUE CORENTIN-CARIOU",Paris,75119,La Villette,Musée et écomusée
48.8524362202, 2.78417066301,77,3 COURS DE LA GARONNE,SERRIS,77449,Vallee Village,"Espace de loisirs, espace récréatif"
48.7994139839, 1.76408752115,78,"1, AVENUE DES PLATANES",LA QUEUE-LEZ-YVELINES,78513,Serre aux Papillons,"Espace de loisirs, espace récréatif"
48.4265659583, 2.16097168091,91,"5, AVENUE CHARLES-DE-GAULLE",ETAMPES,91223,Ile de loisirs d'Etampes,"Espace de loisirs, espace récréatif"
49.0309724221, 2.04739741079,95,RUE DES ETANGS,CERGY-PONTOISE,95127,Ile de loisirs de Cergy Pontoise,"Espace de loisirs, espace récréatif"
48.9111027873, 2.7229082705,77,JABLINES,JABLINES,77234,Ile de loisirs de Jablines,"Espace de loisirs, espace récréatif"
48.8552239187, 2.78370419792,77,14 COURS DU DANUBE,SERRIS,77449,Sealife,"Espace de loisirs, espace récréatif"
48.7568445885, 2.35859397347,94,MARCHÉ D'INTERET NATIONAL DE Paris-RUNGIS,RUNGIS,94065,M.i.n de Rungis,Site et monument
48.8779139491, 2.33454848356,75,14 RUE DE LA ROCHEFOUCAULD,Paris,75109,Musée national Gustave Moreau,Musée et écomusée
48.531833987, 2.64120759154,77,ESCALE DU MÉE,MÉE-SUR-SEINE (LE),77285,Escale du Mée,"Haltes, escales ou ports fluviaux de plaisance"
48.8518048367, 2.35026132589,75,NOTRE DAME,Paris,75105,Escale Montebello Notre Dame,"Haltes, escales ou ports fluviaux de plaisance"
48.8155802529, 2.41089362868,94,,ALFORTVILLE,94002,Escale Alfortville - Chinagora,"Haltes, escales ou ports fluviaux de plaisance"
48.6085073491, 2.48861185165,91,,CORBEIL,91174,"Escale Corbeil, Saint-Nicolas","Haltes, escales ou ports fluviaux de plaisance"
48.7055379866, 2.40160899274,91,"FACE AU 33, QUAI DE L'INDUSTRIE",ATHIS-MONS,91027,Port d'Athis-Mons,"Haltes, escales ou ports fluviaux de plaisance"
48.8959098204, 2.38405676063,75,QUAI DE LA CHARENTE,Paris,75119,Escale du parc de la Villette,"Haltes, escales ou ports fluviaux de plaisance"
48.9385766979, 2.75680722604,77,,FRESNES-SUR-MARNE,77196,Halte de Fresnes-sur-Marne,"Haltes, escales ou ports fluviaux de plaisance"
49.0060025094, 2.91742754985,77,,VARREDDES,77483,Halte de Varreddes,"Haltes, escales ou ports fluviaux de plaisance"
48.9281401932, 2.02509455792,78,27 AVENUE DE L'ILE DE MIGNEAUX,POISSY,78498,Port chantier de l'iIe de Migneaux,"Haltes, escales ou ports fluviaux de plaisance"
48.9261620993, 3.13055342547,77,1 RUE DE LA TOUR,JOUARRE,77238,,Offices du tourisme et syndicats d'initiative
48.8802162641, 2.70478855987,77,2 RUE DU CHEMIN DE FER,LAGNY SUR MARNE,77243,,Offices du tourisme et syndicats d'initiative
48.3862965218, 2.95741659791,77,10 RUE JEAN JAURES,MONTEREAU FAUT YONNE,77305,,Offices du tourisme et syndicats d'initiative
48.9913875534, 2.09137875128,78,1 RUE RENE ALBERT,CONFLANS SAINTE-HONORINE,78172,,Offices du tourisme et syndicats d'initiative
48.5874060317, 2.25038171494,91,22 BOULEVARD ABEL CORNATON,ARPAJON,91021,,Offices du tourisme et syndicats d'initiative
48.7296619199, 2.27545416748,91,4 BIS RUE DE LA DIVISION LECLERC,MASSY,91377,,Offices du tourisme et syndicats d'initiative
48.8811388986, 2.18391833477,92,118 AVENUE PAUL DOUMER,RUEIL MALMAISON,92063,,Offices du tourisme et syndicats d'initiative
49.1121873966, 2.42304762291,95,"6, RUE Saint DAMIEN",LUZARCHES,95352,,Offices du tourisme et syndicats d'initiative
49.0469716755, 2.09961764127,95,PLACE DE LA PISCINE,PONTOISE,95500,,Offices du tourisme et syndicats d'initiative
49.0144110887, 2.54180938943,77,AEROPORT CDG - TERMINAL 1,MAUREGARD,77282,,Offices du tourisme et syndicats d'initiative
49.0032977461, 2.5769653792,77,AEROPORT CDG - TERMINAL 2E,LE MESNIL-AMELOT,77291,,Offices du tourisme et syndicats d'initiative
48.8753824277, 2.32693521716,75,109 rue Saint-Lazare,Paris,75109,Passage du Havres - Saint lLazare,"Espace de loisirs, espace récréatif"
48.8909349387, 2.23775378207,92,15 parvis de la Défnese,Paris la Défense,92026,Les 4 temps,"Espace de loisirs, espace récréatif"
48.8621999267, 2.28737731819,75,17 PLACE DU TROCADERO,PARIS,75116,Musée de l'Homme,Musée et écomusée
48.848641784, 2.35048283555,75,"24, RUE SAINT VICTOR, 75005 PARIS",PARIS,75105,MAISON DE LA MUTUALITÉ,Centre de congrès et parc d'exposition
48.8601580759, 2.31678578061,75,"28, RUE SAINT DOMINIQUE, 75007 PARIS",PARIS,75107,MAISON DE LA CHIMIE,Centre de congrès et parc d'exposition
48.8776171725, 2.38547576765,75,PLACE HANNAH ARENDT,Paris 19EME,75119,Le Plateau,Diffusion de l'art (autre que musée)
48.8717144915, 2.30022833431,75,60 RUE DE BASSANO,Paris 8EME,75108,Espace culturel Louis Vuitton,Diffusion de l'art (autre que musée)
48.8678681149, 2.33803468332,75,58 RUE DE RICHELIEU,Paris 2EME,75102,"Bibliothèque nationale de france, site Richelieu, bnf",Site et monument
48.8523648083, 2.32797502761,75,6 RUE RECAMIER,Paris 7EME,75107,Espace Electra - fondation electricité de France,Diffusion de l'art (autre que musée)
48.8368033476, 2.32179954571,75,2 IMPASSE LEBOUIS,Paris 14EME,75114,Fondation Henri Cartier-Bresson,Diffusion de l'art (autre que musée)
48.890265432, 2.36839207401,75,104 RUE D'AUBERVILLIERS,Paris 19EME,75119,Le 104 centquatre,Diffusion de l'art (autre que musée)
48.8653880606, 2.33268465964,75,296 RUE Saint-HONORÉ,Paris,75101,Eglise Saint-Roch,Site et monument
48.8632207869, 2.33292713334,75,107 RUE DE RIVOLI,Paris,75101,Musee des arts décoratifs,Musée et écomusée
48.8564294607, 2.35254621419,75,29 RUE DE RIVOLI - HÔTEL DE VILLE,Paris,75101,Hôtel de ville de Paris,Site et monument
48.8580064171, 2.35513361681,75,24 RUE DES ARCHIVES,Paris,75104,Temple des Billettes,Site et monument
48.8560170495, 2.36048814163,75,10 RUE PAVÉE,Paris,75104,Synagogue de la rue Pavée,Site et monument
48.8489629605, 2.35742396222,75,1 RUE DES FOSSÉS-Saint-BERNARD - PLACE MOHAMMED-V,Paris,75105,Institut du monde Arabe,Site et monument
48.8507322897, 2.35186517547,75,47 QUAI DE LA TOURNELLE - HÔTEL DE MIRAMION,Paris,75105,Musée de l'assistance publique - hôpitaux de Paris,Musée et écomusée
48.843149357, 2.3628746965,75,2 RUE BUFFON,Paris,75105,Galerie de paléontologie et d'anatomie,Musée et écomusée
48.8533791718, 2.34697251954,75,"ACCÈS : QUAI Saint MICHEL, QUAI DU MARCHÉ NEUF",Paris,75105,Petit pont,Site et monument
48.8571392746, 2.33738036018,75,23 QUAI CONTI,Paris,75106,Institut de France,Musée et écomusée
48.8538244993, 2.33000289875,75,54 RUE DES SaintS-PÈRES,Paris,75107,Bibliothèque de la societe de l'histoire du protestantisme francais,Musée et écomusée
48.85083539, 2.32293221505,75,140 RUE DU BAC,Paris,75107,Chapelle ND de la médaille miraculeuse,Site et monument
48.8555771675, 2.31258928216,75,129 RUE DE GRENELLE - HOTEL NATIONAL DES INVALIDES,Paris,75107,Cathédrale Saint-Louis des invalides,Site et monument
48.8576639388, 2.31285057757,75,129 RUE DE GRENELLE - ESPLANADE DES INVALIDES,Paris,75107,Hôtel national des Invalides,Site et monument
48.8539091167, 2.32812386156,75,31 RUE Saint-GUILLAUME,Paris,75107,Maison de Verre,Musée et écomusée
48.8403712504, 2.37982180921,75,8 boulevard de Bercy,Paris 12ÈME,0,Palais omnisport de Paris Bercy,Diffusion du spectacle vivant
48.8716033061, 2.33047528573,75,8 rue Scribe,Paris 9ÈME,0,Opéra national de Paris - palais Garnier,Diffusion du spectacle vivant
48.8578733005, 2.29505953467,75,CHAMP DE MARS,Paris,75107,Tour Eiffel,Site et monument
48.8794711877, 2.31253545601,75,7 AVENUE VÉLASQUEZ - MUSÉE DES ARTS DE L'ASIE DE Paris,Paris,75108,Musée Cernuschi,Musée et écomusée
48.8773147503, 2.33141154518,75,3 RUE DE LA TRINITÉ - PLACE ESTIENNE-D'ORVES,Paris,75109,Eglise de la Sainte Trinite,Site et monument
48.8473756819, 2.26915122342,75,2 PLACE D'AUTEUIL - 1 RUE COROT,Paris,75116,Eglise de ND-d'Auteuil,Site et monument
48.8657625162, 2.29613868685,75,10 AVENUE PIERRE 1ER DE SERBIE,Paris,75116,Musée Galliera - musée de la mode de la ville de Paris,Musée et écomusée
48.8634435239, 2.28691763652,75,1 PLACE DU TROCADÉRO ET DU 11 NOVEMBRE - PALAIS DE CHAILLOT,Paris,75116,Musée national des monuments français,Musée et écomusée
48.890721135, 2.39585164733,75,211 AVENUE JEAN-JAURÈS - EPPGHV,Paris,75119,Parc de la Villette,"Espace de loisirs, espace récréatif"
48.5668776079, 2.78026464632,77,PLACE DES TOURS,BLANDY,77034,Château de Blandy-les-Tours,Site et monument
48.8241839986, 3.09433065202,77,AVENUE FOCH,COULOMMIERS,77131,Commanderie des templiers,Site et monument
49.0907233175, 3.07443724803,77,SYNDICAT D'INITIATIVE - MAIRIE,CROUY-SUR-OURCQ,77148,Donjon du Houssoy,Site et monument
48.9604232247, 2.87848974969,77,5 PLACE DU GÉNÉRAL DE GAULLE - ANCIEN PALAIS EPISCOPAL,MEAUX,77284,Musée Bossuet,Musée et écomusée
48.5607214131, 3.29169272626,77,PLACE ST QUIRIACE,PROVINS,77379,Collégiale Saint-Quiriace,Site et monument
48.530685601, 1.96239569705,78,1 RUE LEGAIGNEUR - MANOIR DE SaintE-MESME,SAINTE-MESME,78569,Musée du costume militaire,Musée et écomusée
48.7990594686, 2.14454591849,78,73 AVENUE DE Paris,VERSAILLES,78646,Domaine de madame elisabeth,Site et monument
48.8168514402, 2.14159176646,78,36 RUE DU PARC DE CLAGNY,VERSAILLES,78646,Osmothèque la mémoire vivante des parfums,Musée et écomusée
48.8837887399, 2.10471874698,78,PAVILLON D'ACCUEIL,LE PORT-MARLY,78502,Château de Monte-Cristo,Site et monument
48.4411819285, 2.46929055632,91,RUE DU Château,COURANCES,91180,Château de Courances,Site et monument
48.8034452391, 2.24414218637,92,21 RUE DES CHÂTAIGNIERS,CLAMART,92023,Fondation Arp,Musée et écomusée
48.9323566533, 2.35580537943,93,22 BIS RUE GABRIEL PÉRI,SAINT-DENIS,93066,Musée d’art et d’histoire,Musée et écomusée
48.8444147286, 2.43621464893,94,53 BIS RUE FONTENAY,VINCENNES,94080,Château de Vincennes,Site et monument
48.7926680646, 2.38685258398,94,PLACE DE LA LIBÉRATION - CARREFOUR DE LA LIBÉRATION,VITRY-SUR-SEINE,94081,Musée d'art contemporain Val-de-Marne - MAC VAL,Musée et écomusée
49.0717550959, 2.16791085017,95,44 RUE CALLÉ,AUVERS-SUR-OISE,95039,Musée de l'absinthe,Musée et écomusée
49.0450167203, 2.10885265852,95,2 PLACE DES ÉCOLES,Saint-OUEN-L'AUMONE,95572,Musée de l'education,Musée et écomusée
49.0722052183, 2.16825569674,95,RUE DE LÉRY - BP 21,AUVERS-SUR-OISE,95039,Château d'Auvers,Site et monument
48.8661712849, 2.31313852744,75,AVENUE WINSTON CHURCHILL,Paris,75108,Grand Palais,Site et monument
48.6957856787, 2.4001105937,91,RUE DU PORT AUX CERISES,DRAVEIL,91201,Ile de loisirs du port aux Cerises,"Espace de loisirs, espace récréatif"
48.8513487777, 2.60491313154,77,31 RUE DE Paris,CHAMPS-SUR-MARNE,77083,Les jardins du Château de Champs-sur-Marne,"Espace de loisirs, espace récréatif"
48.2941490204, 2.43950495484,77,"73, RUE DES ROCHES",BUTHIERS,77060,Ile de loisirs de Buthiers,"Espace de loisirs, espace récréatif"
48.4099438747, 2.6339533712,77,"FANCHARD, FORÊT DE FONTAINEBLEAU",FONTAINEBLEAU,77186,Centre d'écotourisme,Musée et écomusée
48.8475558243, 2.23239430994,92,14 RUE DE L'ABREUVOIR,BOULOGNE-BILLANCOURT,92012,Musée Paul-Belmondo,Musée et écomusée
48.8591107655, 2.1056760997,78,LA GRILLE ROYALE - PARC DE MARLY,LOUVECIENNES,78350,Musée promenade,Musée et écomusée
48.83864567, 2.21858063783,92,DOMAINE NATIONAL DE Saint-CLOUD,Saint-CLOUD,92064,Musée historique du domaine national de Saint-cloud,Musée et écomusée
49.0444053871, 1.66031700396,78,ESCALE DE MOUSSEAUX,MOUSSEAUX-SUR-SEINE,78437,Escale de Mousseaux,"Haltes, escales ou ports fluviaux de plaisance"
48.4344078186, 2.74410382728,77,ESCALE DE HERICY,HÉRICY,77226,Escale de Hericy,"Haltes, escales ou ports fluviaux de plaisance"
48.8532597248, 2.2858180504,75,"2, QUAI DE GRENELLE",Paris,75115,Escale de Grenelle,"Haltes, escales ou ports fluviaux de plaisance"
48.8602131433, 2.33148312279,75,ESCALE DU LOUVRE,Paris,75101,Escale du Louvre,"Haltes, escales ou ports fluviaux de plaisance"
48.8642887539, 2.31529853054,75,PORT DES CHAMPS ELYSÉES,Paris,75108,Escale des Champs-Elysées,"Haltes, escales ou ports fluviaux de plaisance"
48.8581794348, 2.33629786159,75,Saint GERMAIN DES PRÈS,Paris,75105,Escale des Saints-Pères Saint-Germain-des-Près,"Haltes, escales ou ports fluviaux de plaisance"
48.8598642889, 2.29293085689,75,,Paris,75107,Escale la Bourdonnais - tour Eiffel,"Haltes, escales ou ports fluviaux de plaisance"
49.0490928718, 2.10498649913,95,"36, RUE DU GÉNÉRAL LECLERC",Saint-OUEN-L'AUMONE,95572,"Saint-Ouen l'Aumone, halte nautique","Haltes, escales ou ports fluviaux de plaisance"
49.1305232696, 2.23741307472,95,"16, AVENUE ELIE BAYLAC",CHAMPAGNE-SUR-OISE,95134,Halte nautique - Champagne -sur-oise,"Haltes, escales ou ports fluviaux de plaisance"
48.8985686506, 2.7702287879,77,CLUB NAUTIQUE DU PLAN D'EAU (PORT PRIVÉ),CHALIFERT,77075,Port du club nautique,"Haltes, escales ou ports fluviaux de plaisance"
48.9517807614, 3.13466798681,77,HALTE DE LA FERTÉ-SOUS-JOUARRE,LA FERTE-SOUS-JOUARRE,77183,Halte de la Ferté-sous-Jouarre,"Haltes, escales ou ports fluviaux de plaisance"
48.8847395923, 2.37362676064,75,30 QUAI DE LA LOIRE,Paris,75119,Escale du bassin de la Villette,"Haltes, escales ou ports fluviaux de plaisance"
48.4839447223, 2.70913907972,77,PORT DE CHARTRETTES,CHARTRETTES,77096,Port du club nautique,"Haltes, escales ou ports fluviaux de plaisance"
49.0895759702, 3.05701651208,77,,CROUY-SUR-OURCQ,77148,Halte de Crouy -sur-Ourcq,"Haltes, escales ou ports fluviaux de plaisance"
48.9572721514, 2.87190231017,77,,MEAUX,77284,Halte de Meaux-Saint-Remy,"Haltes, escales ou ports fluviaux de plaisance"
48.1973411734, 2.71709197093,77,67 AVENUE MARÉCHAL LECLERC,SOUPPES-SUR-LOING,77458,"Le port aux pierre, vallée du Loing","Haltes, escales ou ports fluviaux de plaisance"
48.88793075, 2.16247827347,78,ILE DES IMPRESSIONNISTES,CHATOU,78146,Halte de plaisance de Chatou,"Haltes, escales ou ports fluviaux de plaisance"
49.0203172051, 2.08855609566,95,65 CHEMIN DU HALAGE,ERAGNY,95218,Halte de Carpentrie,"Haltes, escales ou ports fluviaux de plaisance"
48.7796746957, 3.30409536236,77,35 RUE DES PROMENADES,LA FERTE GAUCHER,77182,,Offices du tourisme et syndicats d'initiative
48.9457363963, 2.1449645096,78,41 AVENUE DE LONGUEIL,MAISONS LAFFITTE,78358,,Offices du tourisme et syndicats d'initiative
48.789166067, 1.59917581806,78,4 PLACE DE LA TOUR HOUDAN,HOUDAN,78310,,Offices du tourisme et syndicats d'initiative
48.7060653175, 2.45558429026,91,64 AVENUE DE LA REPUBLIQUE,MONTGERON,91421,,Offices du tourisme et syndicats d'initiative
48.9359236805, 2.35751007414,93,"1, RUE DE LA REPUBLIQUE",SAINT-DENIS,93066,,Offices du tourisme et syndicats d'initiative
48.812630994, 2.50955663416,94,21 RUE JOSEPHINE DE BEAUHARNAIS,CHAMPIGNY SUR MARNE,94017,,Offices du tourisme et syndicats d'initiative
49.113739606, 2.20905016192,95,"MAIRIE DE PARMAIN, AVENUE GEORGES CLEMENCEAU",PARMAIN,95480,,Offices du tourisme et syndicats d'initiative
49.0042349272, 2.52069680796,95,"6, ALLEE DU VERGER",ROISSY EN FRANCE,95527,,Offices du tourisme et syndicats d'initiative
48.802117115, 2.12873126982,78,"2 BIS, AVENUE DE Paris",VERSAILLES,78646,,Offices du tourisme et syndicats d'initiative
48.8297624498, 2.40711145359,75,Pelouse de Reuilly,Paris,75112,Foire du Trône,"Espace de loisirs, espace récréatif"
49.0475092159, 2.08189149811,95,25 route de Menandon,PONTOISE,95500,Gopark,"Espace de loisirs, espace récréatif"
48.8511045771, 2.32440553928,75,"24, rue de Sèvres",Paris,75107,Le Bon Marché,"Espace de loisirs, espace récréatif"
48.8357440014, 2.44472603762,75,"ESPLANADE DU CHÂTEAU DE VINCENNES, 75012 PARIS",PARIS,75112,PARC FLORAL DE PARIS,Centre de congrès et parc d'exposition
48.7432328431, 2.35726623352,94,"47, RUE DES SOLETS, PARC SILIC, 94533 RUNGIS CEDEX",RUNGIS,94065,ESPACE JEAN MONET,Centre de congrès et parc d'exposition
48.8328988204, 2.3964137495,75,"327, RUE DE CHARENTON, 75012 PARIS",PARIS,75112,ESPACE CHARENTON,Centre de congrès et parc d'exposition
48.3730545823, 2.81645193612,77,MOULIN PROVENCHER,MORET-SUR-LOING,77316,Musee du sucre d'Orge des religieuses,Musée et écomusée
48.7569458947, 2.20061263929,91,45 RUE DE VAUBOYEN,BIEVRES,91064,Maison Victor Hugo,Musée et écomusée
48.8633688468, 2.34519757481,75,2 IMPASSE Saint-EUSTACHE,Paris,75101,Eglise Saint-Eustache,Site et monument
48.8696520464, 2.32837994002,75,39 BOULEVARD DES CAPUCINES,Paris,75102,Théâtre musée des Capucines,Musée et écomusée
48.8614659379, 2.35378884309,75,22 RUE BEAUBOURG - IMPASSE BERTHAUD,Paris,75103,Musée de la poupée - Paris,Musée et écomusée
48.8598518171, 2.36209862826,75,5 RUE DE THORIGNY - HÔTEL SALÉ,Paris,75103,Musée national Picasso,Musée et écomusée
48.853154113, 2.36120107747,75,11 RUE Saint-PAUL,Paris,75104,Musée de la magie,Musée et écomusée
48.8532570272, 2.35034792672,75,10 RUE DU CLOÎTRE ND,Paris,75104,Musée de ND de Paris,Musée et écomusée
48.8511816696, 2.36386477211,75,18 BOULEVARD HENRI IV - QUARTIER DES CÉLESTINS,Paris,75104,Salle d'honneur et de traditions de la garde républicaine,Site et monument
48.8520988497, 2.34569246154,75,1 RUE DES PRÊTRES-Saint-SÉVERIN,Paris,75105,Eglise Saint-Séverin,Site et monument
48.852227465, 2.33500002011,75,10 RUE MABILLON,Paris,75106,Musée-librairie du compagnonnage,Musée et écomusée
48.8547313866, 2.32485907931,75,59-61 RUE DE GRENELLE - FONDATION DINA VIERNY,Paris,75107,Musée Maillol,Musée et écomusée
48.8700480727, 2.32444109286,75,14 RUE DE SURÈNE - PLACE DE LA MADELEINE,Paris,75108,Eglise de la Madeleine,Site et monument
48.8666405366, 2.32239743756,75,1 PLACE DE LA CONCORDE,Paris,75108,Jeu de paume - site Concorde,Site et monument
48.871875622, 2.33119663329,75,PLACE DE L'OPÉRA,Paris,75109,Musée de l'opéra national,Musée et écomusée
48.8586044431, 2.38219406813,75,7 RUE PACHE,Paris,75111,Musée du fumeur,Musée et écomusée
48.8339909424, 2.33185988329,75,1 AVENUE DU COLONEL HENRI ROL-TANGUY,Paris,75114,Catacombes de Paris,Musée et écomusée
48.8437123959, 2.32069963211,75,21 AVENUE DU MAINE,Paris,75115,Musée du montparnasse,Musée et écomusée
48.8629332145, 2.28900955689,75,PALAIS DE CHAILLOT - ACCÈS PIÉTONS : 7 AVENUE ALBERT DE MUN,Paris,75116,Cité de l'architecture et du patrimoine,Musée et écomusée
48.8562755366, 2.27990766529,75,4/10 RUE DE L'ANNONCIATION,Paris,75116,Eglise de ND-de-grace-de-Passy,Site et monument
48.8657334144, 2.29893053513,75,3 RUE LÉONCE REYNAUD,Paris,75116,Fondation Pierre Bergé - Yves Saint-Laurent,Musée et écomusée
48.8718023424, 2.28798648192,75,35 BIS RUE PAUL VALÉRY,Paris,75116,Musée Dapper,Musée et écomusée
48.883716723, 2.33370382541,75,72 BOULEVARD DE CLICHY,Paris,75118,Musée de l'erotisme,Musée et écomusée
48.4012209182, 2.7032561885,77,PLACE D'ARMES,FONTAINEBLEAU,77186,Château de Fontainebleau,Site et monument
48.5620417518, 3.28503375151,77,Saint JEAN,PROVINS,77379,Grange aux Dîmes,Site et monument
48.9080048527, 3.18214971857,77,17 AVENUE DE LA FERTÉ-SOUS-JOUARRE,Saint-CYR-SUR-MORIN,77405,Musée des pays de seine-et-marne,Musée et écomusée
48.1633797543, 2.75085058857,77,RUE ANTOINE HEROËT,SOUPPES-SUR-LOING,77458,Abbaye royale ND de Cercanceaux,Site et monument
48.6801622903, 2.02300790245,78,CHOISEL,CHOISEL,78160,Château de Breteuil,Site et monument
48.7643342542, 2.08126607639,78,1 PLACE GEORGES BESSE - HALL DE RÉCEPTION À L’AVANCÉE – NIVEAU,GUYANCOURT,78297,Technocentre Renault,Site et monument
48.7692485518, 2.15161582986,78,54 RUE CHARLES DE GAULLE - Château DE L'EGLANTINE,JOUY-EN-JOSAS,78322,Musée de la toile de Jouy,Musée et écomusée
48.9239395723, 2.0288263499,78,82 RUE DE VILLIERS - CENTRE DES MONUMENTS NATIONAUX,POISSY,78498,Villa Savoye,Site et monument
48.6001799891, 2.1470268966,91,DOMAINE DE COURSON,COURSON-MONTELOUP,91186,Domaine de Courson,Site et monument
48.6307113769, 2.34356847921,91,8 RUE LÉO LAGRANGE,SaintE-GENEVIEVE-DES-BOIS,91549,Cimetière et église orthodoxe russe ND-de-l'assomption,Site et monument
48.8358875725, 2.2392811026,92,28 AVENUE ANDRÉ MORIZET - ESPACE LANDOWSKI,BOULOGNE-BILLANCOURT,92012,Musée des années 30,Musée et écomusée
48.8287814591, 2.22349452498,92,PLACE DE LA MANUFACTURE,SEVRES,92072,Musée national de la céramique,Musée et écomusée
48.8603466177, 1.78840413503,78,,THOIRY,78616,Zoo et parc de Thoiry,"Espace de loisirs, espace récréatif"
49.140728372, 2.60084404939,60,,PLAILLY,60494,Parc Asterix,"Espace de loisirs, espace récréatif"
49.0176216885, 2.3763127188,95,RUE JEAN BULLANT,ECOUEN,95205,Château d'Ecouen - musée la Renaissance,Musée et écomusée
48.8545334589, 2.33571598404,75,6 RUE DE FURSTENBERG,Paris,75106,Musée national Eugène Delacroix,Musée et écomusée
48.6460330307, 1.82399816424,78,4 PLACE JEANNE D'ARC,RAMBOUILLET,78517,Musée Rambolitrain,Musée et écomusée
48.8345475211, 2.38017930135,75,ESCALE DE BERCY,Paris,75112,Escale de Bercy,"Haltes, escales ou ports fluviaux de plaisance"
48.8552931969, 2.28721391156,75,ESCALE DE L'ÎLE-AUX-CYGNES,Paris,75116,Escale de l'ïle-aux-Cygnes Bir-Hakeim,"Haltes, escales ou ports fluviaux de plaisance"
48.8212117949, 2.39566801447,94,ESCALE D'IVRY,IVRY SUR SEINE,94041,Escale d'Ivry,"Haltes, escales ou ports fluviaux de plaisance"
48.8275214759, 2.22649863934,92,,SÈVRES,92072,Escale de Sèvres,"Haltes, escales ou ports fluviaux de plaisance"
